Item_Identifier,Item_Weight,Outlet_Size
NCE42,21.1,High
FDP40,4.555,Small
FDU40,20.85,Small
DRK47,7.905,High
FDR32,6.78,Medium
FDS43,12.6,Medium
FDH50,15.0,Medium
FDZ09,17.6,Small
FDS19,13.8,Medium
NCU30,5.11,Small
FDI27,8.71,Medium
FDQ09,7.235,High
FDB35,12.3,Small
DRD12,6.96,Small
FDW07,18.0,Medium
DRE13,6.28,High
FDR11,10.5,Small
DRG36,14.15,Medium
DRD37,9.8,Medium
FDX03,15.85,High
FDU46,10.3,Medium
FDV03,17.6,Small
FDZ37,12.6,Medium
FDI24,10.3,High
FDX33,9.195,Medium
FDG47,12.8,Medium
FDZ57,10.0,Small
FDT04,17.25,Small
FDO49,12.6,Medium
NCB43,20.2,Medium
NCL53,7.5,Small
FDM01,7.895,High
FDO12,15.75,Medium
FDO13,12.6,Small
FDI04,13.65,Medium
NCK05,20.1,Small
FDP28,13.65,Medium
FDJ44,12.3,Medium
FDS25,12.6,Medium
FDC02,21.35,Small
FDT23,7.72,High
NCD31,12.1,Medium
FDV19,14.85,High
NCQ30,12.6,Small
NCD18,16.0,Medium
FDL10,8.395,Small
FDX20,7.365,Small
FDM32,20.5,High
FDR09,18.25,Medium
FDL34,12.6,Medium
NCK42,7.475,Medium
FDU23,12.15,Medium
DRI01,7.97,Medium
FDG16,15.25,Medium
FDY56,16.35,Medium
FDO24,11.1,Small
NCV29,11.8,Small
FDQ48,14.3,Small
FDU15,13.65,Medium
FDS47,16.75,Small
FDO50,16.25,Medium
FDW48,18.0,Small
FDV20,20.2,Medium
FDW47,15.0,Medium
FDA07,12.6,Medium
FDZ16,12.6,Medium
FDN09,12.6,Medium
FDB50,13.0,Medium
NCL06,14.65,Medium
DRG03,12.6,Medium
DRM59,5.88,Medium
FDU25,12.35,Medium
NCU42,9.0,Medium
FDH21,10.395,Medium
DRO47,10.195,Small
FDC44,12.6,Medium
NCL29,9.695,Medium
FDL48,19.35,Small
FDJ21,16.7,Medium
FDT40,5.985,Small
NCD43,8.85,Medium
FDM28,15.7,Small
FDR35,12.5,Small
NCP17,19.35,Medium
FDT23,7.72,Medium
FDX15,17.2,Small
NCU42,12.6,Medium
FDV23,12.6,Medium
FDY34,12.6,Small
FDE16,8.895,Medium
FDV60,20.2,Medium
FDQ44,20.5,Small
FDZ09,17.6,High
FDW36,11.15,Medium
NCZ30,12.6,Medium
FDL09,19.6,Medium
FDE05,10.895,Medium
DRO35,13.85,Medium
FDN60,15.1,Medium
NCZ29,15.0,Small
FDX08,12.85,Medium
FDZ16,16.85,Medium
DRL37,15.5,High
FDL21,15.85,Small
FDW10,21.2,Medium
FDB53,13.35,Small
DRM49,6.11,Small
NCD06,13.0,Medium
FDN10,12.6,Medium
FDS13,12.6,Small
FDH38,6.425,Medium
FDY21,12.6,Medium
FDT60,12.0,Medium
DRZ24,7.535,Medium
FDW56,7.68,Medium
FDG57,14.7,Medium
FDY14,10.3,High
FDS19,13.8,Medium
FDX01,10.1,Small
FDV32,7.785,Medium
DRI39,13.8,Medium
NCU05,11.8,Medium
NCA29,10.5,Medium
FDO10,12.6,Small
DRL47,19.7,Medium
FDA50,12.6,Small
FDU23,12.6,Medium
FDR27,15.1,Medium
DRH36,16.2,Medium
FDZ51,11.3,High
FDQ40,12.6,Small
FDB17,12.6,Small
FDQ16,19.7,Medium
FDG09,20.6,Medium
DRI59,9.5,Medium
FDH47,13.5,High
FDA21,13.65,Small
NCO05,7.27,High
NCL31,12.6,Small
NCH42,6.86,Medium
FDG57,14.7,High
NCQ50,12.6,Medium
FDK24,9.195,Medium
DRG39,14.15,Medium
FDX46,12.3,Small
FDY01,11.8,High
FDJ40,13.6,Small
FDS01,11.6,Medium
FDJ09,15.0,Medium
FDT49,7.0,Medium
FDW50,13.1,Medium
FDV39,11.3,Medium
FDY36,12.3,Medium
NCE18,10.0,High
FDB05,12.6,Small
FDK14,6.98,Medium
FDP10,19.0,Small
FDC45,17.0,Small
FDS48,15.15,Small
FDX04,12.6,Small
FDQ20,12.6,Medium
FDU13,8.355,Medium
NCR53,12.15,High
FDN49,17.25,Medium
FDR31,6.46,High
DRI03,12.6,Medium
FDL58,5.78,Small
NCJ05,18.7,High
FDS10,19.2,Medium
FDK34,12.6,Medium
FDW48,12.6,Small
FDE08,12.6,Medium
NCH06,12.6,Medium
FDV08,7.35,Medium
FDQ15,20.35,Small
FDL56,12.6,Medium
DRC12,17.85,Small
FDX49,4.615,High
FDJ09,15.0,Small
FDN23,12.6,Medium
DRD01,12.1,Medium
FDS43,11.65,Medium
FDY48,12.6,Small
FDU12,15.5,Medium
FDX33,9.195,Small
FDH45,15.1,Medium
FDJ10,5.095,High
FDX32,15.1,Medium
DRG51,12.1,Medium
NCB31,6.235,Medium
FDW47,15.0,Medium
FDT20,12.6,Medium
FDI34,10.65,Small
FDH56,9.8,Medium
DRJ47,18.25,High
FDP04,12.6,Medium
NCZ06,19.6,Medium
FDY37,17.0,Medium
FDO46,9.6,Medium
FDI10,8.51,Medium
NCT42,5.88,Medium
FDE29,8.905,Medium
FDQ11,12.6,Medium
FDS20,8.85,High
FDR26,20.7,Medium
NCH43,12.6,Small
FDO25,6.3,Medium
FDB40,17.5,Medium
FDB14,12.6,Small
FDW23,5.765,Small
FDZ23,17.75,Medium
FDX35,5.035,Medium
FDX24,8.355,Small
DRG15,6.13,Medium
FDY60,10.5,Small
FDK02,12.5,Medium
FDK24,12.6,Medium
NCA05,20.75,Small
FDN33,12.6,Medium
FDA09,13.35,Medium
FDK50,7.96,Small
NCE55,8.92,Medium
FDG12,6.635,Medium
FDC37,15.5,High
DRG15,6.13,Small
FDQ58,7.315,Small
FDQ51,16.0,Medium
FDR46,16.85,Medium
FDC50,15.85,Medium
FDJ09,15.0,Small
NCC18,19.1,Small
FDL04,19.0,High
FDH48,13.5,Medium
FDD38,16.75,Medium
FDT47,12.6,Medium
FDE41,9.195,Medium
FDH19,19.35,Medium
FDW26,11.8,Medium
FDW35,10.6,Medium
FDQ55,13.65,Medium
FDV22,14.85,Medium
NCN29,12.6,Small
FDQ26,13.5,Small
FDV24,5.635,Medium
FDG50,7.405,Medium
NCF42,12.6,Small
FDT46,11.35,Medium
DRE49,12.6,Medium
FDV56,16.1,Medium
FDD32,17.7,Medium
NCN19,13.1,Small
FDQ48,14.3,High
FDW34,12.6,Medium
NCS38,8.6,Medium
FDL58,5.78,Medium
FDY59,8.195,Medium
FDZ03,13.65,Small
FDP60,17.35,Medium
NCI30,20.25,Small
FDO03,12.6,Small
FDZ20,16.1,Small
FDQ31,12.6,Medium
FDY03,17.6,Medium
FDW45,18.0,Medium
NCO41,12.5,Medium
FDK16,9.065,High
FDZ16,16.85,Small
NCD18,16.0,Medium
FDF52,9.3,High
FDF09,6.215,Small
FDW43,20.1,Medium
FDU19,8.77,Medium
FDA50,16.25,Small
FDS48,15.15,High
NCH07,13.15,High
NCK54,12.15,High
FDD53,12.6,Small
FDV58,20.85,Small
FDI08,18.2,Small
FDD08,8.3,Medium
FDX34,6.195,Medium
FDX55,15.1,Medium
NCS05,11.5,Medium
FDL04,19.0,Small
FDJ53,10.5,Medium
FDB47,8.8,Medium
NCS29,12.6,Small
FDB33,17.75,Medium
FDL52,12.6,Small
FDB03,17.75,Small
FDW20,20.75,Small
FDT10,16.7,Medium
FDK04,12.6,Medium
NCL07,13.85,Medium
FDZ31,15.35,Small
FDE45,12.1,Small
NCK54,12.15,Medium
DRE15,12.6,Small
NCQ38,16.35,Small
FDB08,12.6,Medium
DRF49,7.27,Medium
DRC27,13.8,Medium
FDB37,20.25,Medium
FDS35,9.3,Small
FDE47,14.15,Medium
NCT53,12.6,Medium
FDL14,8.115,Small
FDP21,12.6,Small
NCV54,11.1,Medium
NCO41,12.5,Small
FDQ59,9.8,Small
FDQ01,19.7,Medium
FDQ48,14.3,Medium
FDP09,19.75,Medium
FDK55,18.5,High
NCJ43,12.6,Medium
FDI07,12.35,Small
NCW41,12.6,Medium
FDG33,5.365,Medium
NCO05,12.6,Medium
FDH53,20.5,Small
FDR49,8.71,Small
FDF33,12.6,Medium
FDQ51,16.0,Medium
FDZ38,17.6,High
FDV52,20.7,Medium
FDM50,13.0,Small
FDV60,20.2,Medium
FDG60,20.35,High
FDN13,18.6,High
DRN59,12.6,Medium
FDU02,13.35,Medium
FDZ58,17.85,Medium
NCQ38,16.35,High
FDF39,14.85,Medium
FDT03,21.25,Medium
FDN09,14.15,High
FDJ02,17.2,Small
FDN44,12.6,Medium
FDQ34,10.85,Medium
FDX31,20.35,Small
NCH55,16.35,Medium
DRM47,9.3,Small
DRL01,12.6,Medium
FDO12,15.75,Medium
NCK30,14.85,Medium
FDP16,18.6,Medium
NCG06,16.35,Medium
FDX36,9.695,Small
FDT09,15.15,Medium
FDF08,14.3,Small
FDA43,10.895,Medium
NCN06,8.39,Medium
DRF15,18.35,High
NCX05,15.2,High
FDM21,20.2,Small
NCG54,12.6,Medium
FDD26,8.71,Medium
FDU23,12.15,Small
FDO37,8.06,Medium
FDP19,11.5,Medium
FDT13,14.85,Small
FDY07,11.8,Medium
DRI47,14.7,Medium
NCW42,12.6,Small
NCQ50,18.75,High
FDQ09,7.235,Medium
FDI20,12.6,Medium
NCP05,19.6,Medium
FDH02,7.27,Medium
FDH45,15.1,Medium
DRG49,7.81,Medium
FDA37,7.81,Small
FDS13,6.465,Medium
NCW42,12.6,Medium
FDK15,10.8,Medium
FDX51,9.5,Small
FDJ20,20.7,High
DRK59,8.895,Medium
FDL45,15.6,Medium
FDH41,9.0,High
FDD05,19.35,Medium
FDZ39,19.7,Medium
FDY35,12.6,Small
NCE06,5.825,Medium
FDE57,12.6,Medium
FDD33,12.85,Medium
FDQ10,12.85,Medium
FDN15,17.5,High
FDS50,17.0,Small
FDX21,7.05,Small
FDL58,5.78,Small
FDK09,15.2,Small
FDS08,12.6,Medium
FDE20,11.35,Small
FDF04,17.5,Medium
FDA50,16.25,Medium
FDX08,12.85,Medium
FDD05,12.6,Medium
FDG41,8.84,Medium
FDU39,12.6,Medium
NCQ43,17.75,Small
NCY42,6.38,Medium
FDF26,12.6,Medium
FDC20,10.65,Small
FDX14,13.1,Small
DRC49,12.6,Medium
FDM40,10.195,Medium
FDE10,6.67,Medium
NCU17,5.32,Medium
FDB36,12.6,Medium
DRF13,12.1,Medium
FDL13,13.85,Medium
NCH55,16.35,Medium
NCF18,18.35,High
FDC09,15.5,Medium
FDV09,12.1,Small
FDV09,12.1,Small
FDU16,19.25,High
FDD26,8.71,Small
NCA29,10.5,High
FDZ26,11.6,Medium
FDT56,16.0,Medium
FDF22,6.865,Medium
FDH21,10.395,Medium
FDD44,8.05,Small
FDS56,5.785,Medium
FDF21,10.3,Medium
FDM44,12.5,Medium
DRK01,7.63,Medium
FDO22,13.5,Small
FDP57,17.5,Medium
DRF49,12.6,Small
DRK11,8.21,Medium
FDT51,11.65,Medium
FDE58,18.5,Medium
FDT23,7.72,Medium
NCT42,5.88,Small
FDJ41,6.85,Small
NCF42,12.6,Medium
FDA19,7.52,High
FDW09,13.65,Small
NCO14,12.6,Medium
FDO39,6.985,Medium
FDR45,12.6,Medium
FDA15,9.3,Medium
FDY13,12.1,High
FDY31,5.98,Medium
NCS29,9.0,Medium
FDJ52,7.145,Medium
NCX41,19.0,Medium
FDQ36,7.855,Medium
FDV35,19.5,Small
FDE02,8.71,Small
FDA34,11.5,Medium
NCL42,18.85,Medium
FDE14,13.65,Medium
DRD25,6.135,Medium
DRF01,5.655,Medium
FDF39,14.85,High
FDP01,20.75,Small
FDB10,10.0,Medium
FDY14,10.3,Small
FDR57,5.675,Small
NCH29,5.51,Medium
FDJ45,17.75,Medium
FDZ48,17.75,Medium
FDV44,8.365,Medium
FDR01,12.6,Small
FDZ57,10.0,High
FDI08,18.2,Medium
DRA24,19.35,Small
FDS39,12.6,Medium
NCL31,7.39,High
FDD34,7.945,Medium
FDC34,16.0,Small
NCK05,20.1,Small
FDB32,20.6,Medium
FDC03,8.575,Medium
FDO19,17.7,Medium
FDZ28,20.0,Medium
FDK28,5.695,Medium
NCU30,5.11,Medium
FDV57,15.25,Medium
FDB02,12.6,Medium
FDD52,18.25,High
FDN34,15.6,High
FDB50,13.0,Medium
FDS55,7.02,Medium
FDR21,19.7,Small
NCD07,9.1,Medium
FDO11,8.0,Medium
NCC54,17.75,Medium
FDV35,19.5,Medium
NCU29,7.685,Small
NCZ53,9.6,Medium
DRE03,19.6,Medium
FDZ09,17.6,Medium
FDE40,15.6,Medium
NCS18,12.65,Medium
FDX24,12.6,Medium
FDS34,12.6,Medium
NCS53,14.5,Medium
FDH38,6.425,Medium
DRM35,9.695,Medium
DRI25,19.6,High
NCP06,20.7,Small
FDT02,12.6,Medium
NCP14,8.275,High
NCD43,12.6,Small
FDP20,19.85,High
FDK04,7.36,Medium
FDQ15,20.35,Medium
FDE11,17.7,Medium
FDN01,12.6,Small
FDC29,8.39,Small
FDC48,9.195,Small
DRF27,8.93,Small
NCB55,15.7,High
NCX30,16.7,Medium
DRN36,12.6,Medium
FDP08,20.5,Medium
NCD31,12.6,Medium
FDK45,11.65,Medium
DRE49,20.75,Medium
FDU52,12.6,Medium
FDD53,16.2,Medium
FDF11,10.195,Medium
NCR30,12.6,Small
FDD03,13.3,High
FDF09,6.215,Medium
FDS33,6.67,Medium
FDK03,12.6,Medium
FDD29,12.15,Small
FDD02,16.6,Medium
FDF29,12.6,Medium
FDP59,20.85,Small
NCN17,11.0,Small
NCM55,15.6,Medium
FDD39,12.6,Small
FDS02,10.195,Medium
FDN16,12.6,Medium
FDM21,20.2,Medium
FDJ04,18.0,Medium
FDT50,6.75,Medium
FDM27,12.35,Medium
FDT19,7.59,Medium
FDQ39,14.8,Medium
NCU30,5.11,Small
FDY27,6.38,Small
FDW14,8.3,Small
FDJ21,16.7,Medium
FDX47,12.6,Medium
FDK56,9.695,Medium
NCN05,8.235,Small
FDC26,10.195,Small
FDT14,10.695,High
FDS36,8.38,Small
FDR48,11.65,Medium
FDM04,9.195,Small
FDZ37,8.1,Small
FDE46,18.6,Medium
NCQ53,17.6,Small
NCN42,20.25,Medium
DRH11,5.98,Medium
NCI42,18.75,Medium
FDT07,5.82,Medium
DRL60,8.52,Small
FDG20,15.5,Medium
FDF56,16.7,Small
FDV33,9.6,Medium
NCF31,9.13,Medium
FDD59,10.5,Small
FDQ52,17.0,Medium
FDP09,12.6,Medium
FDK24,9.195,Small
NCA18,10.1,Small
NCE07,8.18,Medium
FDM45,8.655,Small
FDQ32,17.85,Small
FDI34,10.65,Small
FDE14,13.65,High
DRF37,17.25,Medium
FDW44,9.5,Medium
FDC59,16.7,Medium
NCI29,8.6,Medium
FDV38,19.25,Medium
FDZ49,11.0,High
DRD49,9.895,Medium
FDA02,14.0,Small
FDX20,7.365,Medium
FDS24,20.85,High
FDI58,7.64,Small
FDQ60,12.6,Small
FDJ27,17.7,Medium
FDV27,7.97,Medium
NCL41,12.35,Small
NCP29,8.42,Small
FDC45,12.6,Medium
FDN33,6.305,High
DRC01,5.92,Medium
FDL57,15.1,Medium
NCF42,17.35,Medium
FDG50,7.405,Small
FDH22,6.405,Medium
FDO36,19.7,Medium
FDY04,17.7,Medium
FDZ09,17.6,Small
FDH28,15.85,Medium
FDN32,17.5,Medium
DRJ37,12.6,Medium
FDE57,9.6,Medium
FDG05,11.0,Medium
FDI09,20.75,Medium
DRD12,12.6,Medium
FDD02,16.6,Medium
FDI36,12.5,Small
DRK39,7.02,Medium
FDH44,19.1,Small
FDS56,5.785,Medium
DRJ59,11.65,Medium
NCA30,19.0,Medium
FDF17,5.19,Medium
NCX18,14.15,Small
NCO53,16.2,Medium
FDT23,7.72,Medium
NCJ19,18.6,Small
FDI05,8.35,Medium
NCJ19,18.6,Medium
NCS29,12.6,Medium
NCC06,19.0,High
FDJ12,8.895,Medium
FDW48,18.0,High
FDX32,15.1,Medium
FDH02,12.6,Medium
FDD16,20.5,Small
FDR09,12.6,Medium
FDB32,20.6,Medium
FDP11,15.85,High
FDG09,20.6,Medium
FDF21,10.3,High
NCJ19,12.6,Medium
FDY03,17.6,Medium
FDK58,11.35,High
FDC26,10.195,Medium
FDN15,17.5,Medium
DRH11,12.6,Medium
NCK17,11.0,High
DRC01,5.92,Small
FDD03,13.3,Small
NCY17,18.2,Medium
DRY23,9.395,Medium
FDT50,6.75,Small
FDC38,15.7,High
NCN06,8.39,Medium
FDP56,12.6,Medium
FDW34,9.6,Medium
FDU07,11.1,Small
NCO55,12.8,Medium
FDL16,12.85,Medium
FDT59,13.65,Medium
DRF01,12.6,Medium
NCS06,7.935,Medium
FDY13,12.6,Small
DRF36,16.1,Medium
FDV10,7.645,Small
FDE09,8.775,Medium
FDC20,10.65,Medium
FDI58,7.64,Medium
FDI56,7.325,Medium
NCI17,8.645,Medium
NCE19,8.97,Medium
FDA26,12.6,Small
FDR01,5.405,Medium
FDC32,12.6,Medium
FDF11,10.195,Medium
FDH46,6.935,Small
FDY33,12.6,Small
DRG23,8.88,Small
FDY04,12.6,Medium
FDE26,9.3,Medium
NCU42,9.0,Small
NCO42,21.25,Small
FDU25,12.35,Medium
FDW02,12.6,Medium
FDS22,16.85,Small
FDG57,14.7,Small
FDQ25,8.63,Medium
NCS06,7.935,Medium
FDC29,12.6,Medium
NCZ41,19.85,Small
FDW23,5.765,Small
FDB03,17.75,Medium
FDN25,12.6,Small
NCN05,8.235,Small
FDV43,12.6,Medium
FDG44,6.13,Medium
FDS12,9.1,Medium
FDI52,18.7,High
FDU12,15.5,Medium
FDG58,10.695,Small
FDA16,6.695,Medium
NCD18,16.0,Small
FDI21,5.59,High
FDW31,11.35,Medium
FDB35,12.3,Medium
FDK58,12.6,Medium
FDU14,17.75,Small
NCP43,17.75,Medium
FDM20,12.6,Medium
FDT36,12.6,Medium
FDW19,12.35,Medium
FDB29,16.7,Medium
FDN39,19.35,Medium
FDI02,15.7,Small
FDA46,12.6,Medium
FDV36,18.7,Medium
FDE35,7.06,High
FDT46,11.35,Small
FDS21,12.6,Small
DRD12,6.96,Medium
FDR14,12.6,Small
FDG22,12.6,Medium
FDX58,13.15,Medium
FDB40,12.6,Medium
FDJ36,14.5,Medium
NCL53,7.5,Medium
NCX05,15.2,Medium
FDO21,11.6,Small
NCF07,9.0,Medium
FDU20,19.35,High
FDK09,15.2,Medium
FDY57,20.2,Small
FDD51,12.6,Medium
FDA49,12.6,Medium
FDG33,5.365,Small
FDG35,21.2,Medium
FDC52,11.15,Medium
FDS34,19.35,Medium
NCY05,13.5,Medium
FDO46,9.6,Small
FDY20,12.5,Medium
FDA13,15.85,Small
FDS04,10.195,High
FDU51,20.2,Medium
FDK50,7.96,Medium
FDO60,20.0,High
FDM13,6.425,Medium
FDU12,12.6,Medium
NCG54,12.1,Medium
FDH40,11.6,Medium
NCI06,12.6,Small
FDA58,9.395,Small
FDJ02,17.2,Medium
FDP21,7.42,Medium
FDN57,18.25,Small
FDV26,12.6,Medium
FDZ21,17.6,Medium
FDG21,12.6,Medium
FDF26,6.825,Medium
FDC39,7.405,High
FDQ24,15.7,Medium
FDC41,15.6,Medium
NCO14,9.6,Medium
FDE05,12.6,Medium
FDW52,12.6,Medium
FDL36,12.6,Medium
FDS04,10.195,Small
NCC18,19.1,Medium
FDN01,8.895,Medium
FDY02,8.945,Medium
FDV15,10.3,Medium
FDC34,16.0,Medium
FDX10,6.385,Medium
NCF19,13.0,High
FDE17,20.1,Medium
FDJ08,11.1,Medium
NCN53,5.175,High
FDC16,11.5,Small
FDO15,16.75,Medium
FDQ23,12.6,Medium
DRF37,17.25,High
FDN40,5.88,Small
FDN24,12.6,Medium
FDF16,7.3,Medium
FDH27,7.075,Medium
FDY52,6.365,Medium
NCH55,12.6,Medium
NCH18,9.3,Small
DRC01,5.92,High
NCO14,9.6,Small
DRG39,14.15,Small
DRK13,11.8,High
FDD41,6.765,Medium
FDQ19,12.6,Medium
FDX58,13.15,Medium
FDK40,12.6,Medium
FDI52,18.7,Medium
FDT28,13.3,High
FDH52,9.42,Medium
FDZ38,17.6,Small
FDF12,8.235,Medium
NCE06,12.6,Medium
FDO45,13.15,Medium
NCS18,12.65,Medium
NCE54,20.7,Medium
FDB50,13.0,Medium
FDZ20,16.1,Medium
FDB11,16.0,Medium
FDU22,12.35,High
FDY48,14.0,Medium
NCP30,20.5,Small
FDD08,8.3,Small
NCG42,19.2,Medium
NCT30,9.1,Medium
FDT37,14.15,High
FDU04,7.93,Medium
NCH30,17.1,Small
DRG37,16.2,High
FDS13,6.465,Small
FDQ47,7.155,Medium
FDY26,20.6,Small
FDB14,20.25,Medium
FDV45,12.6,Small
FDR23,15.85,Medium
NCS29,9.0,High
FDK33,12.6,Medium
FDW24,12.6,Medium
FDR08,18.7,Medium
FDB45,20.85,High
FDW32,18.35,High
FDN21,18.6,Small
FDH56,9.8,Small
FDQ07,15.1,Medium
FDU58,12.6,Medium
FDK36,7.09,High
NCG18,12.6,Medium
FDQ26,12.6,Medium
DRL47,12.6,Medium
DRJ11,9.5,Medium
FDB41,19.0,Medium
NCA06,20.5,Small
NCZ41,19.85,Medium
NCD54,21.1,Medium
FDM34,12.6,Medium
FDL57,15.1,High
NCD30,19.7,High
FDH17,16.2,Small
FDD57,18.1,Small
FDC58,10.195,Medium
FDX47,6.55,Small
FDC50,15.85,Medium
NCS53,12.6,Medium
FDY13,12.1,Medium
FDP44,16.5,Small
FDH60,12.6,Small
FDR02,16.7,Medium
FDK48,12.6,Medium
FDO24,11.1,Medium
FDE20,11.35,High
FDM04,9.195,Small
NCH07,12.6,Small
DRP35,18.85,Small
FDO11,8.0,Small
NCM30,19.1,Small
DRF27,12.6,Medium
NCR18,12.6,Medium
FDS48,12.6,Medium
FDO32,6.36,Medium
NCP05,19.6,Medium
FDF44,12.6,Medium
FDX56,17.1,Small
FDE46,12.6,Medium
FDQ09,12.6,Medium
NCB54,8.76,High
NCV18,6.775,Small
NCG55,16.25,Medium
FDV14,19.85,Small
FDT31,19.75,High
DRD12,6.96,Medium
FDZ40,8.935,Medium
DRI11,8.26,Medium
FDP23,6.71,Medium
FDY02,8.945,Small
FDM03,12.65,Small
FDF35,15.0,Medium
DRM37,15.35,Medium
NCV41,14.35,Medium
NCK53,12.6,Medium
FDW23,5.765,Medium
FDW12,8.315,High
FDG44,6.13,Small
FDJ36,14.5,Small
FDX55,15.1,Small
DRG13,17.25,Medium
NCD06,13.0,High
FDW22,12.6,Medium
FDD33,12.85,Medium
FDG24,7.975,Small
FDE05,10.895,Small
FDZ12,9.17,Small
FDX37,16.2,Medium
FDE44,14.65,Small
FDS52,12.6,Small
FDO39,6.985,Medium
FDI32,17.7,Medium
FDV28,16.1,Medium
NCP53,14.75,Medium
NCN43,12.15,Medium
NCI31,12.6,Small
FDK55,18.5,Medium
FDC17,12.15,Medium
FDV28,16.1,Small
FDY26,20.6,Medium
NCU06,17.6,Medium
FDV16,12.6,Small
FDY31,5.98,Medium
DRE37,13.5,Medium
FDH33,12.85,Small
FDA46,13.6,Small
FDP12,9.8,Small
FDJ09,15.0,Medium
NCS54,12.6,Medium
FDJ33,12.6,Medium
FDF32,16.35,Medium
FDN24,12.6,Small
FDX21,7.05,Small
FDC57,20.1,High
NCZ06,19.6,Medium
FDY56,16.35,High
NCH07,13.15,Medium
FDS44,12.65,Medium
FDY33,14.5,Medium
FDZ48,17.75,Medium
FDY48,14.0,Medium
FDK16,12.6,Medium
FDT16,9.895,Small
FDC26,10.195,Medium
DRJ47,18.25,Medium
FDQ04,6.4,Medium
FDN40,5.88,Small
FDS39,6.895,High
FDC11,20.5,Medium
FDQ39,14.8,Medium
FDB33,17.75,Medium
FDU27,18.6,Medium
FDM44,12.5,Medium
FDT32,19.0,Small
DRC13,8.26,Medium
NCO07,9.06,Small
FDJ16,9.195,Medium
FDB22,12.6,Medium
NCS30,5.945,Medium
FDQ59,12.6,Medium
FDI38,13.35,Medium
FDR52,12.65,Small
FDT15,12.15,Medium
FDR52,12.6,Small
FDS60,20.85,Medium
FDK52,18.25,Medium
FDA04,11.3,Medium
NCQ53,17.6,Medium
FDN28,5.88,Medium
FDU12,12.6,Small
FDT03,21.25,Medium
FDY57,20.2,Small
FDH56,9.8,High
DRM23,16.6,Medium
FDZ07,12.6,Small
FDK40,7.035,Medium
FDU04,7.93,Small
DRL37,15.5,Medium
FDT26,12.6,Medium
FDT24,12.35,Medium
FDX57,12.6,Medium
FDA55,12.6,Small
NCN05,8.235,Medium
FDR58,6.675,Medium
FDX47,6.55,High
NCH54,13.5,Medium
NCH42,6.86,Small
FDH56,9.8,Medium
FDQ48,14.3,Medium
FDN20,19.35,Medium
FDA15,9.3,High
FDS48,12.6,Small
FDW02,4.805,Medium
FDN03,12.6,Medium
FDF57,14.5,Medium
DRM37,15.35,Small
NCD54,21.1,Small
NCQ42,12.6,Medium
FDW49,19.5,Small
DRI03,6.03,High
FDD14,20.7,Medium
FDN02,16.5,Small
FDQ45,12.6,Medium
FDX56,17.1,Medium
FDE51,12.6,Small
FDT47,5.26,Medium
FDM22,14.0,Small
FDB27,7.575,Medium
FDE02,12.6,Medium
FDD38,16.75,Small
FDF34,9.3,Medium
FDP15,15.2,Medium
NCI29,8.6,Medium
FDU27,18.6,Medium
NCD55,12.6,Medium
FDU37,9.5,Small
FDA01,15.0,Medium
FDS13,6.465,Medium
FDK55,18.5,Medium
FDR36,6.715,Small
DRK49,14.15,Medium
DRM23,12.6,Medium
FDH47,13.5,Medium
FDZ21,17.6,Medium
FDI57,19.85,Medium
FDK26,12.6,Small
FDQ36,7.855,Small
FDJ58,12.6,Small
FDD45,8.615,Medium
FDG50,7.405,Medium
FDO36,12.6,Small
NCW42,18.2,Medium
NCH18,9.3,Medium
FDY59,12.6,Medium
NCO42,21.25,Medium
FDM45,8.655,Medium
NCV29,11.8,Medium
FDT08,12.6,Medium
NCQ43,12.6,Small
NCA54,16.5,High
FDW55,12.6,Small
FDI10,12.6,Medium
NCS53,12.6,Small
FDZ35,12.6,Medium
FDF10,15.5,High
FDO38,17.25,Medium
FDY45,17.5,Medium
FDC40,16.0,Medium
NCO54,19.5,Medium
FDQ14,9.27,Medium
FDM10,18.25,High
DRK23,8.395,Medium
NCR17,9.8,High
FDG31,12.6,Small
FDH02,7.27,Medium
DRH37,17.6,Medium
DRC36,13.0,Medium
FDB56,8.75,Medium
NCK54,12.15,Medium
NCQ17,10.3,High
FDM13,6.425,Medium
FDT44,16.6,Medium
FDO28,12.6,Small
NCK07,10.65,Medium
NCP05,19.6,Small
FDX11,16.0,Small
FDS52,8.89,Medium
FDB14,20.25,Medium
NCY06,12.6,Medium
FDS45,5.175,Medium
DRF23,4.61,Small
FDD33,12.6,Medium
NCA53,11.395,Medium
FDC46,17.7,Small
NCW41,18.0,Small
FDZ39,19.7,Medium
FDE51,5.925,Medium
FDG32,12.6,Medium
NCK07,10.65,Medium
NCQ41,14.8,Small
FDL36,15.1,Medium
FDQ26,13.5,Medium
FDR02,16.7,Medium
FDV59,13.35,Medium
FDZ33,10.195,Medium
NCT41,15.7,Medium
FDB17,13.15,Medium
FDN44,13.15,Small
FDE45,12.1,High
FDG47,12.8,Medium
NCP02,12.6,Medium
FDW02,4.805,Small
NCM53,18.75,Small
FDD47,7.6,High
FDE28,9.5,Small
FDV12,16.7,Medium
FDE36,5.26,Medium
FDU45,15.6,Small
FDP28,13.65,High
FDH33,12.85,Medium
FDO44,12.6,Small
FDR07,12.6,Small
FDJ45,17.75,Small
FDS59,14.8,Medium
FDU34,18.25,High
NCL06,14.65,Medium
FDR37,16.5,Medium
NCM53,18.75,Medium
DRG25,10.5,Small
DRE25,15.35,Medium
FDZ45,14.1,Medium
NCV53,8.27,Medium
